colname,model0,model1,model2,model3,model4,model5,model6,model7,model8
creatinine_max,-0.615061866071617,-0.08175456418029903,-0.2029688555031477,0.8060830809881607,-0.06332578081658324,0.8212212898030931,-0.08971577041199996,-0.04627662941571442,-0.06578441214418618
diasbp_max,-1.3773878066990433,-0.8567672830936308,-1.102430005088062,-1.5175689520397462,-3.0,-1.3005558033333477,1.2282310282443554,-1.2097462023576453,-1.3992466927124196
glucose_max,-1.5932551953125784,-1.5464713688368952,-1.1578897638361216,-1.6870577571867817,-1.696758572523995,-1.6117148336917022,-1.4423138842089986,-1.6433513486669151,-1.450769693554138
heartrate_max,5.313930541064993,1.9598191567106538,-1.4028713030002076,4.966360414793621,0.8282035983362932,7.698931590827362,0.07182932380997897,-1.5645574823077346,1.117219986904014
inr_max,-0.5413433347245067,0.9513208110976512,0.1468152693937972,-0.5079817895623187,0.1706905469402149,-0.27027602359014047,0.5874810780429223,0.5072260244682134,-0.14642105266558447
lactate_max,2.298166944486918,2.862232399421959,8.450351409999572,1.4573158047160248,2.498042806484368,3.795724459723292,1.9694143243186657,1.1504120769708512,1.133740952692741
pco2_max,9.890739226348579,0.7245955974869145,2.9239009171265495,9.131629350848334,7.248955491947919,7.043557755608422,10.636156935702196,8.901370596756422,7.086495514276418
ph_max,-1.4991754654318814,0.9222088968654454,-0.48717697547378824,-0.6512635197670336,-0.5061788905886555,-1.9158018847117242,-1.5781599522491647,-1.847231398829626,-1.057823950955534
platelet_max,0.9988912565872274,-0.5521241859359658,1.1153592104980632,-1.2201076355991742,2.260672559704566,-1.0781938702403544,0.11051136838912834,0.5508244555371835,-1.5407809501870686
potassium_max,-1.0965106073380328,-0.27241261585966603,-0.7429674104107455,-1.415585594502285,-1.0059420956560334,-1.4383647234410344,-0.9869423676215918,-0.34060765306570806,-1.6598475463146751
resprate_max,-1.800851860058023,-1.6500723009203784,-1.588983578188341,-1.7083125894537707,-1.888349837614073,-1.8567825355784457,-1.5918621218509106,-1.818433503873468,-1.820552817001668
sodium_max,1.6113894226794958,2.620277421677426,2.2669465377646407,3.047485499882165,2.2513388408610275,1.611107131130276,1.758103146078379,2.4378042338944343,2.568568567272191
spo2_max,3.9843036567287706,-0.5159837764718773,3.9900391659464196,2.7234447251023663,3.6774325050562933,3.448776530438595,1.1860519943396488,7.6298011662358824,6.579348220124494
sysbp_max,-0.03819943102435275,-1.15197443219902,-0.7960816784448013,1.1177703918900814,0.9092739283222118,1.7563658601919458,-1.4274298769211387,0.32697185298584497,1.192809614684994
tempc_max,-0.6238952618254849,-0.9314216509357345,-1.3101432836465454,-1.5656719773778238,-1.401989138983075,-1.6243220951655375,4.082531944101024,-0.826622719300075,-1.430426226332923
albumin_mean,-1.3781879474532541,-1.6340328137202642,-1.6113176429309346,-1.7138721828925743,-1.8206584465325264,-1.7775079630681063,-1.634490532164259,-1.5108723822626027,-1.4369397110714008
bicarbonate_mean,-0.939011860316723,-1.3105747055904835,0.16787330868118167,-0.8998921453460755,-1.2768241107001022,0.6553357196559673,-1.387513086781717,-0.4201031044856274,0.7739490075631821
bun_mean,-1.2659963302402786,-0.931053876359075,-0.7393573716581607,-0.6366692200484936,-1.0958976130474243,-0.9125091517950041,-1.2339995825910526,-1.1908209082224284,-0.9492576576200782
calcium_mean,2.7851303307818887,0.7445376825684944,-0.13122465931933913,0.8924913604162685,-1.0186450000008496,1.4564701728801612,-1.3339590891341242,-1.0087990957040112,-0.4956328273098447
creatinine_mean,-0.9530589556686442,-0.4238544524789494,-1.1854633340058054,-1.292449250583101,-1.6161478962837468,-1.6931387198812278,-0.12821379932425003,-1.455633314533843,-1.6915737263594433
diasbp_mean,-0.1749949237103916,-0.581885450333639,-0.6765373650111561,-1.3112499364970711,-1.627864723533142,-1.5659298314231818,-0.8382118640395109,-1.5267060498099647,-1.367201623258776
glucose_mean,-0.8311832498088263,5.223176945942717,-0.20839718235093807,0.35930969498572285,0.5472955762248133,-0.8904738366342393,2.0371099258996583,0.7727593721515507,-0.023182612287406812
heartrate_mean,-0.30918799694798027,0.948134045649982,0.5344895707436015,-1.139474487162312,-0.6377256506126927,-0.5293113480995117,-0.030516257085193566,-0.7820464927020927,-0.6096160520188962
inr_mean,-0.40550401405925207,-0.11609740826621096,0.22334794102855726,-0.12972410223915842,-0.3458913412869995,0.5905465210629623,-0.3798345045276079,0.09746795766866212,0.5674612628797249
lactate_mean,15.35881780365456,2.588478536442813,7.273682882296711,20.809949084463312,10.493909177412187,1.0073068147838145,2.421929849083445,2.6182183043362635,13.125983240493952
pco2_mean,-0.1979133599470253,-1.0164894814906067,-1.0197591916067672,-0.6916475621479985,-1.1444257742750568,-1.0338466972619251,-0.6951985388126181,-1.0908690128218277,-0.3913289423475317
ph_mean,-0.49612002856196513,-0.6768987367309891,-0.5150124656585939,-1.3043985417567854,-1.3133985083886275,-0.8883203833665592,0.009511656689919601,-1.193821470574999,-1.317880252525319
platelet_mean,-1.5592940088335419,-1.5790076997134137,-1.3981841622808515,-1.2935786808139909,-1.742015445632994,-1.3311896554535787,-1.4389445682438684,-1.164399971180081,-1.257816435754662
potassium_mean,-0.9096130136432454,-0.2852878578399629,-0.8611151457455777,-1.247352610961173,-1.0270830769961605,-1.1915662762031445,-0.7055154596383377,-0.5963655952393907,-1.1030938712131462
resprate_mean,-0.6734007425465527,-1.304416612611274,-0.49774315022673,-0.8715650243466593,6.528417831450827,-0.8786919829913717,0.8524326280137169,1.6031289942900013,-0.6488458330287874
sodium_mean,-0.8696494582800542,-0.981952999764089,-0.3062309212254082,-0.707180660494521,-1.764990445584926,1.5555400270728388,-1.6207481760886482,2.253049012611127,-1.6167632106261576
spo2_mean,-0.22450582343347847,-0.989465026788189,-1.2447809282228197,-1.2808371205257338,-1.23150836777437,-1.51041501011874,0.29953323790234476,-1.3901234349241167,-1.2027555554517244
sysbp_mean,-0.03660006816744765,-0.2720677656342896,0.165030644417274,-0.26129265548049796,-0.27384477042724464,-0.2535944831153123,0.5824274297234324,-0.25138842993946,-0.8715489401920431
tempc_mean,-0.938815911071019,-0.8852856131978526,-1.0729879581775965,-0.14561075113456123,-0.8317799788797133,-0.7776777239735653,-1.1458266974222917,-0.8535900365194271,-0.3707347560531118
albumin_std,-1.6813793776004293,-1.48218840435555,-1.5072422786169595,-1.300201152390147,-1.3326515588506804,-1.152988768052294,-1.735225750109972,-1.2867682934043514,-1.2085501599553696
bicarbonate_std,-1.5476825358461366,-1.6383506759375683,-1.5954430328592821,-1.684383700064939,-1.7198594726039207,-1.7513563189140273,-1.6745162492285814,-1.665206669631409,-1.7308347371385118
bun_std,-1.4993268814561589,-1.6688725182498172,-1.4303034159199215,-1.5868778477126304,-1.28035639763383,-0.11022146258373366,-1.7093513080773868,-1.5643379145893543,-1.3884656922859777
calcium_std,-1.3476303401369207,-1.5008571248386773,-1.5041887204316993,-1.5729469835004213,-1.621785581845503,-1.677006554991438,-1.5048776165173385,-1.5100263061226513,-1.654731333509854
creatinine_std,-1.1216508400519225,-1.30415731861252,-1.344473222100009,-1.5176130766607847,-1.406467769678251,-1.224660627926213,-0.1790554665921582,-0.6009132339156684,-1.590599770309506
diasbp_std,-0.17494970968540757,-0.49707497037279946,-0.6026272724257282,-0.4406535743591822,-1.2751749446789797,-0.6960601889089069,-1.1880413964856262,-1.4648449595705033,-1.0686467621188975
glucose_std,-0.38243676214220335,-0.5476438992874604,-1.3387306374437495,-0.5386002923827737,0.824215533665341,-1.3658277901781812,-0.3792602130252565,-0.6372786932674703,3.725438923338473
heartrate_std,-0.23521127680885368,-0.5097908416995951,-0.6916276448597856,-0.28315087248572635,-1.3707890664576545,-1.0077638581995505,-0.5836759977669295,-1.3925798483216754,-0.8657658314684697
inr_std,-1.2374926265488324,-1.3073815404974316,-1.3336678327343334,-1.3314302593087761,14.66882544609204,-0.7981012439252622,-1.5854153109234412,-0.9182274112274627,0.7222859640010872
lactate_std,9.803870127930148,4.144116237561616,0.7230858668201985,4.604910648507413,4.715022047293441,7.671856194604766,3.6873005437136595,-1.2102920215816317,0.5800595849124037
pco2_std,-1.3112834464496603,-0.26588974876459703,-0.28388695425390953,-1.4285096899999867,-0.47841675546130746,-0.9018769114606653,-0.35057027321306755,-0.10997581985853522,-0.830825675373104
ph_std,2.7308095739686333,-0.7589765429080391,-0.4958118353444889,-1.245999231792927,-0.9524703868079314,-1.2500659797704072,-0.7185034598244777,0.7606880567898755,-0.3731484831763967
platelet_std,-1.6802596092934852,-1.7958256955272531,-1.7866502349168953,-1.7890561326081145,-1.5960037098742337,-1.6654880294727332,-1.510380250314567,-1.3274833122922562,-1.6031122932676423
potassium_std,-1.4561375601793354,-1.3729540446399933,-1.4101665196731397,-1.924888990654412,-1.9212714979700605,-1.8741357658459437,0.6838411026786044,-1.4074915629564153,-1.895586108832839
resprate_std,-0.8382470204609138,-0.7687429022596635,-1.241346983511113,-0.5641118744580518,-0.4376903055480499,0.5931695239829224,3.3452247674292614,-0.2793089082509006,-0.4813125011554966
sodium_std,-1.6811791777855192,-1.8473582678082574,-1.776759315656073,-1.654528728367848,-1.9204351534745696,0.7046703825410146,-0.34692820737638375,-0.8379626068774289,-1.787353896476653
spo2_std,-1.1880680986264227,-1.3594200507018754,-1.3033842612720714,-1.4052171659593455,-1.3921205913024532,-1.3019833119079403,-1.513906723666994,-1.1797647274180478,-1.3653881551422065
sysbp_std,0.0802167790442403,6.349782999669356,-0.10409014449802223,-0.22187598395829378,6.66570239782974,2.8654173788776545,-0.9582324813356933,1.6938780344713829,3.2763228925622654
tempc_std,-1.169277211837792,-1.6264747352589695,-1.154808521241644,-1.074201968766689,1.0288764748692563,-0.9128479484738308,-1.2151550769444324,-1.1314995308341314,-0.9377122013564683
