colname,model0,model1,model2,model3,model4,model5,model6,model7,model8
pco2_max,0.7007588744163513,0.8574384450912476,0.9749417901039124,0.5902043581008911,0.7727888822555542,0.09723620861768723,0.5013036727905273,0.8205246925354004,0.3738245964050293
ph_max,0.7207706570625305,0.9119430780410767,1.0848878622055054,0.6249369978904724,0.6834609508514404,0.04591117054224014,0.37566161155700684,0.6096972227096558,0.3887202739715576
platelet_max,0.8952299356460571,1.0851209163665771,1.1856971979141235,0.5815251469612122,0.7551017999649048,-0.01700025051832199,0.6903713941574097,0.7819082140922546,0.3741481304168701
potassium_max,0.6980681419372559,0.7554306387901306,0.8672522902488708,0.33502495288848877,0.6828068494796753,-0.10765030980110168,0.5060755014419556,0.6125357151031494,0.1649211049079895
resprate_max,0.8910878300666809,0.9783869385719299,0.9984915852546692,0.7099453806877136,0.9176589846611023,0.18017178773880005,0.7999708652496338,1.0444170236587524,0.5198274850845337
sodium_max,0.6349776983261108,0.844781219959259,0.8625484108924866,0.36690255999565125,0.6488192081451416,-0.023978523910045624,0.3021426200866699,0.6285827159881592,0.19374120235443115
spo2_max,0.747532069683075,1.0949946641921997,1.0631248950958252,0.605148196220398,0.7347808480262756,0.06638215482234955,0.30228644609451294,0.6363184452056885,0.294769823551178
sysbp_max,0.5724676251411438,0.6997787952423096,0.7014732360839844,0.456571102142334,0.5883802771568298,0.028135545551776886,-0.06681008636951447,0.43875718116760254,0.18848881125450134
tempc_max,1.0114740133285522,1.1428532600402832,1.201904535293579,0.5329226851463318,0.9981479048728943,0.21969474852085114,0.6718584299087524,1.0914957523345947,0.2111819088459015
albumin_mean,0.6112045049667358,1.2529171705245972,1.3327109813690186,0.8320031762123108,1.12216055393219,0.5094971656799316,0.30616283416748047,0.842749297618866,0.7496634721755981
bicarbonate_mean,0.7829668521881104,0.9006982445716858,0.9103172421455383,0.07634224742650986,0.5340216755867004,0.12949052453041077,0.04019773751497269,0.5520342588424683,0.17690643668174744
bun_mean,1.1124128103256226,1.2274065017700195,1.1157293319702148,0.6587263345718384,1.0958250761032104,0.13439784944057465,0.7944440841674805,0.8215423822402954,0.4032808840274811
calcium_mean,1.0114414691925049,1.7919367551803589,1.7421998977661133,0.7837079763412476,1.6836801767349243,0.8313621282577515,1.1322129964828491,1.3819423913955688,0.9592759013175964
creatinine_mean,0.8934711217880249,1.3061270713806152,1.3527623414993286,0.7708881497383118,1.1759483814239502,0.47129106521606445,0.319772332906723,1.0621329545974731,0.6764687299728394
diasbp_mean,1.0274460315704346,1.5811476707458496,1.3625798225402832,0.6379351615905762,0.7646926641464233,0.5609123110771179,0.052055783569812775,0.7352743744850159,0.6446258425712585
glucose_mean,0.9483319520950317,1.1931796073913574,1.0570794343948364,0.7737696170806885,0.6967306733131409,0.14239338040351868,0.506177544593811,0.7956095933914185,0.34719574451446533
heartrate_mean,1.0175470113754272,1.300402045249939,1.2894079685211182,0.8118596076965332,0.9704636931419373,0.15782392024993896,0.7747164964675903,0.9440584182739258,0.4319017827510834
inr_mean,0.1181153655052185,1.5153725147247314,1.5620311498641968,1.2968053817749023,0.636322021484375,0.7173821926116943,-0.5830727219581604,1.0770572423934937,1.0973358154296875
lactate_mean,0.7822941541671753,0.8616794943809509,0.9408634305000305,0.6188291907310486,0.7778111100196838,0.007552251219749451,0.3812258541584015,0.5697132349014282,0.38343173265457153
pco2_mean,0.8141520023345947,1.1513607501983643,1.2331569194793701,0.45853185653686523,0.8035920858383179,0.32933515310287476,0.20091776549816132,0.6183546781539917,0.49493831396102905
ph_mean,0.8175762891769409,0.9838974475860596,1.1197502613067627,0.6998231410980225,1.0166702270507812,0.2214757204055786,0.5179147720336914,0.7888060808181763,0.5537226796150208
platelet_mean,0.3122320771217346,0.10504302382469177,0.6880248188972473,0.060676343739032745,0.010595083236694336,0.025128789246082306,-0.4288615584373474,0.2181660234928131,0.0322701558470726
potassium_mean,1.6768971681594849,2.3065052032470703,2.012049436569214,1.4043798446655273,1.492930293083191,0.9553037285804749,1.1291282176971436,1.84873366355896,1.2099939584732056
resprate_mean,0.6970545649528503,0.4799591302871704,0.5710649490356445,0.3542739748954773,0.6397669315338135,0.059216223657131195,-0.2663601040840149,0.31104570627212524,0.17518608272075653
sodium_mean,0.6622594594955444,0.792744517326355,0.8844899535179138,0.481404572725296,0.579200029373169,-0.06382591277360916,0.2835823893547058,0.39560776948928833,0.15632110834121704
spo2_mean,1.6641597747802734,2.453897476196289,2.3942768573760986,1.322497844696045,1.9094051122665405,1.3107727766036987,0.9581863284111023,1.6878278255462646,1.3761677742004395
sysbp_mean,1.1963666677474976,1.4555039405822754,1.3937972784042358,0.8286283016204834,1.2086254358291626,0.3594871163368225,0.648206889629364,0.8981627225875854,0.5383481383323669
tempc_mean,1.8981677293777466,3.498900890350342,3.3699100017547607,2.7360873222351074,2.113461494445801,2.3746588230133057,1.2945343255996704,1.9456473588943481,2.7037739753723145
albumin_std,1.9910885095596313,4.339261054992676,3.7332041263580322,2.388334274291992,3.08518648147583,2.8942201137542725,1.514861822128296,3.0486159324645996,2.5127196311950684
bicarbonate_std,1.238572359085083,1.5213028192520142,1.5063226222991943,1.0164604187011719,1.194470763206482,0.9096339344978333,0.9605904817581177,1.3408539295196533,1.0169838666915894
bun_std,0.7585976719856262,1.0593777894973755,1.2475517988204956,0.6966047286987305,0.7767282128334045,-0.00180768221616745,0.4978514611721039,0.6591982245445251,0.32142093777656555
calcium_std,1.8740909099578857,2.661808729171753,2.438993215560913,1.453851580619812,1.9148778915405273,1.8730318546295166,0.6835493445396423,1.7926100492477417,1.5702402591705322
creatinine_std,0.9662925601005554,1.0244908332824707,0.916900634765625,-0.06463363021612167,0.5894410014152527,0.47288569808006287,0.3995981514453888,0.7280827760696411,0.23332414031028748
diasbp_std,0.8772093653678894,2.0701725482940674,1.7595571279525757,-0.34955471754074097,1.049970030784607,0.856412947177887,0.38247692584991455,1.738168716430664,0.6696549654006958
glucose_std,0.6876132488250732,0.6675282120704651,0.6943557262420654,0.35315704345703125,0.5683602094650269,-0.051615551114082336,0.17016877233982086,0.41052788496017456,0.14024505019187927
heartrate_std,1.7600969076156616,2.5521748065948486,2.3978257179260254,1.5020194053649902,2.3650386333465576,1.600553035736084,1.3118153810501099,2.0218725204467773,1.5442136526107788
inr_std,1.7348601818084717,2.173762083053589,1.8880863189697266,0.9363563656806946,2.181370258331299,1.1103383302688599,1.53933584690094,1.4913949966430664,1.5106781721115112
lactate_std,1.08192777633667,1.6929880380630493,1.5453217029571533,1.183502435684204,1.2186349630355835,0.4946267306804657,0.11871948838233948,0.9214494824409485,0.8101235628128052
pco2_std,0.683890700340271,1.5563524961471558,1.300950288772583,0.3205642104148865,0.9468845129013062,0.653137743473053,0.5866497159004211,0.9396651983261108,0.5554835796356201
ph_std,0.9074059724807739,0.7657361030578613,0.8900395631790161,0.29079338908195496,0.5260011553764343,6.803125143051147e-05,0.28237828612327576,0.6249726414680481,0.22933407127857208
platelet_std,0.4825395941734314,1.3461077213287354,0.9165754318237305,-0.30000734329223633,1.2333523035049438,1.1459763050079346,-0.02977977693080902,1.1301929950714111,0.5574636459350586
potassium_std,0.7690726518630981,1.0802788734436035,1.228567123413086,0.2744695544242859,0.42260539531707764,0.2028273046016693,1.04730224609375,0.739349365234375,0.13561983406543732
resprate_std,0.4368307590484619,0.49961212277412415,0.6307973861694336,0.722352921962738,0.6706284284591675,-0.05346706509590149,0.12013721466064453,0.6254159212112427,0.2560819685459137
sodium_std,0.577704131603241,0.5213198661804199,0.6819869875907898,0.3143112063407898,0.5030679106712341,0.08486445993185043,-0.281310498714447,0.41288483142852783,0.14039191603660583
spo2_std,1.8507070541381836,2.5079660415649414,2.4238247871398926,1.6664953231811523,1.7969542741775513,1.469710111618042,0.6299307942390442,2.1933250427246094,1.6664528846740723
sysbp_std,0.9784839153289795,2.584629535675049,2.0976529121398926,0.8019976615905762,1.4964172840118408,1.1134122610092163,0.7945420742034912,1.3389878273010254,0.9409219622612
tempc_std,1.432494044303894,1.78702974319458,1.530072569847107,1.4909645318984985,1.946396827697754,0.8817651271820068,0.8632010817527771,0.8540992140769958,1.0192592144012451
